Age,Gender,Location,Monthly_Income,Education_Level,Platforms_Used,Influencer_Follow_Frequency,Influencer_Type,Product_Discovery_Mode,Num_Influencer_Purchases,Trust_Score,Influencer_Product_Categories,Purchase_Motivators,Purchase_Concerns,Try_New_Brand_Likelihood,Avg_Monthly_Influencer_Spend,Willingness_to_Spend_on_New,Buy_Now_Link_Likelihood,Prefer_Brand_Transparency,ROI_Transparency_Importance,Biggest_Purchase_Factor,Best_Value_Influencer_Tier,Engagement_with_Influencer_Content,Feels_Oversaturated,Suggestions_Concerns
35,Male,London,9000,Postgraduate,"YouTube, Facebook, TikTok",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,1,3,Beauty,"Quality of content, Discounts or offers, Positive product reviews",Product quality concerns,3,2236,3542,5,No,2,Convenience,Micro-influencers,Always,Yes,Limit sponsored content
33,Female,Berlin,8000,Postgraduate,"Instagram, Facebook",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,4,Home & Living,"Discounts or offers, Quality of content, Brand reputation","Authenticity of product, Delivery issues",1,1079,1737,5,Yes,3,Convenience,Macro-influencers,Rarely,Yes,Lower prices
16,Male,Other,9300,Other,"Others, Facebook",Always,"Micro-influencers (1,000 to 10,000 followers)",Recommendations from friends/family,2,3,Beauty,"Discounts or offers, Quality of content","Return policies, Price",4,2765,3701,3,Yes,5,Trust,Macro-influencers,Often,No,Improve product quality
20,Female,London,14700,Postgraduate,"Facebook, Instagram",Rarely,Mega-influencers (Over 1 million followers),Through influencer content,3,2,"Home & Living, Fitness","Positive product reviews, Brand reputation",Return policies,3,2478,3164,3,Yes,3,Price,Micro-influencers,Often,Yes,No suggestions
31,Female,New York,23200,Graduate,"TikTok, YouTube, Facebook",Rarely,"Macro-influencers (100,000 to 1 million followers)",Other,1,5,Fitness,"Discounts or offers, Positive product reviews, Brand reputation","Authenticity of product, Delivery issues",3,1240,1903,2,No,5,Price,Macro-influencers,Always,Yes,Highlight local brands
32,Female,Mumbai,13400,Graduate,"Facebook, Twitter",Often,"Macro-influencers (100,000 to 1 million followers)",Advertisements,0,4,"Technology, Home & Living","Brand reputation, Discounts or offers, Quality of content",Return policies,3,865,1039,4,Yes,3,Product quality,Micro-influencers,Often,Yes,Better product reviews
20,Male,Dubai,19100,Other,"Instagram, Twitter, Facebook",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,2,2,"Home & Living, Fitness","Quality of content, Brand reputation, Discounts or offers",Delivery issues,3,298,337,3,Yes,4,Price,Mid-tier influencers,Sometimes,No,Improve product quality
64,Male,Dubai,14100,Graduate,"Facebook, Instagram, TikTok",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,1,4,Food & Beverages,"Positive product reviews, Peer influence","Return policies, Product quality concerns",3,2778,4127,4,Yes,3,Convenience,Micro-influencers,Often,No,No suggestions
20,Female,Dubai,13500,Graduate,"Others, Instagram, YouTube",Never,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,1,"Fitness, Fashion","Positive product reviews, Brand reputation","Price, Authenticity of product",1,2755,4304,4,Yes,5,Trust,Micro-influencers,Always,Yes,Limit sponsored content
37,Female,Sydney,27000,Graduate,"Facebook, Instagram, Others",Often,"Macro-influencers (100,000 to 1 million followers)",Advertisements,2,4,"Fitness, Technology","Positive product reviews, Brand reputation",Product quality concerns,5,2043,1816,5,Yes,5,Product quality,Micro-influencers,Often,Yes,Better product reviews
30,Male,Dubai,6000,Postgraduate,"Twitter, Instagram, TikTok",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,3,Food & Beverages,Brand reputation,Return policies,1,737,835,1,Yes,3,Product quality,Mega-influencers,Sometimes,Yes,Need more transparency
27,Female,Mumbai,11500,Postgraduate,"Facebook, Instagram, Twitter",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,3,"Beauty, Fashion","Brand reputation, Peer influence","Return policies, Product quality concerns",4,939,879,4,No,3,Convenience,Micro-influencers,Often,Yes,Need more transparency
28,Male,Berlin,54700,Graduate,"Others, Twitter",Sometimes,Mega-influencers (Over 1 million followers),Through influencer content,1,4,"Others, Fashion",Peer influence,Authenticity of product,2,1401,2014,4,Yes,5,Convenience,Micro-influencers,Often,Yes,Limit sponsored content
35,Male,Other,14900,Graduate,"Instagram, YouTube",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,0,4,"Beauty, Home & Living",Brand reputation,"Product quality concerns, Return policies",4,2276,3014,4,No,3,Convenience,Mid-tier influencers,Never,Yes,Collaborate with trusted influencers
36,Female,Berlin,11300,High School,"TikTok, Others",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,3,1,Fashion,"Peer influence, Positive product reviews, Brand reputation","Authenticity of product, Product quality concerns",2,775,941,5,Yes,2,Product quality,Mega-influencers,Never,Yes,Better product reviews
19,Female,London,10300,High School,"Twitter, Others",Rarely,"Micro-influencers (1,000 to 10,000 followers)",Online search,2,4,Home & Living,Discounts or offers,"Return policies, Authenticity of product",1,5845,7087,3,Yes,3,Price,Mega-influencers,Rarely,Yes,Need more transparency
38,Male,Mumbai,10400,Graduate,"TikTok, Instagram, Others",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,2,1,"Technology, Fashion",Brand reputation,"Authenticity of product, Return policies",4,2029,3001,5,Yes,2,Trust,Micro-influencers,Rarely,Yes,Better product reviews
32,Female,Dubai,5600,Other,"Twitter, YouTube, Others",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Online search,1,4,"Others, Technology","Peer influence, Brand reputation, Positive product reviews",Product quality concerns,3,300,488,2,Yes,3,Other,Macro-influencers,Sometimes,No,Lower prices
41,Female,New York,29000,Graduate,"Twitter, YouTube",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,5,"Others, Food & Beverages","Discounts or offers, Positive product reviews, Brand reputation","Authenticity of product, Product quality concerns",4,7374,11252,4,Yes,5,Trust,Macro-influencers,Never,Yes,Improve product quality
19,Male,Berlin,15900,Graduate,"Others, TikTok, Facebook",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,1,2,"Home & Living, Food & Beverages",Discounts or offers,Product quality concerns,3,530,572,3,Yes,2,Trust,Macro-influencers,Never,No,No suggestions
34,Female,New York,22800,Postgraduate,"Twitter, Facebook, YouTube",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,3,4,Fitness,"Peer influence, Discounts or offers",Product quality concerns,4,2124,2931,5,Yes,4,Other,Micro-influencers,Sometimes,Yes,Highlight local brands
35,Female,New York,11200,Postgraduate,"Instagram, TikTok",Often,"Micro-influencers (1,000 to 10,000 followers)",Online search,4,4,"Technology, Fitness","Quality of content, Discounts or offers",Product quality concerns,4,1814,1563,5,No,4,Product quality,Micro-influencers,Rarely,Yes,Need more transparency
25,Female,Other,18500,Graduate,"Twitter, Others",Always,"Macro-influencers (100,000 to 1 million followers)",Recommendations from friends/family,2,2,"Technology, Home & Living","Quality of content, Discounts or offers, Brand reputation","Price, Product quality concerns",3,1674,1761,5,Yes,4,Product quality,Micro-influencers,Always,No,Improve product quality
59,Male,Other,10400,Other,"Twitter, TikTok",Always,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,1,4,"Technology, Others","Peer influence, Discounts or offers, Brand reputation","Price, Return policies",5,266,332,3,Yes,4,Price,Micro-influencers,Often,Yes,Collaborate with trusted influencers
29,Female,New York,20400,Graduate,"YouTube, TikTok, Twitter",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,3,5,"Food & Beverages, Fashion","Positive product reviews, Discounts or offers","Return policies, Price",4,400,421,3,Yes,2,Trust,Micro-influencers,Sometimes,Yes,Better product reviews
22,Female,London,22200,Graduate,"Twitter, Facebook",Always,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,1,3,Fitness,Discounts or offers,Return policies,3,3154,4236,3,No,3,Trust,Macro-influencers,Never,Yes,No suggestions
19,Female,London,28900,Graduate,"Instagram, Others, Twitter",Sometimes,Mega-influencers (Over 1 million followers),Advertisements,0,2,Fashion,Brand reputation,Return policies,2,2298,1986,3,No,4,Trust,Mid-tier influencers,Sometimes,Yes,Need more transparency
20,Female,Berlin,21700,Graduate,"Instagram, YouTube, Others",Often,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,0,3,Others,"Discounts or offers, Peer influence","Product quality concerns, Return policies",3,787,730,4,Yes,4,Other,Micro-influencers,Often,Yes,Improve product quality
22,Female,New York,22900,Graduate,"Instagram, YouTube",Often,"Micro-influencers (1,000 to 10,000 followers)",Online search,3,4,Fitness,Positive product reviews,Delivery issues,3,3540,3434,2,Yes,4,Product quality,Mid-tier influencers,Sometimes,No,Highlight local brands
32,Female,Mumbai,23300,Postgraduate,"YouTube, Twitter, Instagram",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,1,2,"Fashion, Technology",Brand reputation,"Delivery issues, Authenticity of product",4,2250,3300,5,Yes,3,Price,Micro-influencers,Always,No,Lower prices
23,Male,Mumbai,12600,Postgraduate,"Twitter, Others",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,3,"Technology, Beauty","Peer influence, Quality of content",Price,2,772,911,2,Yes,4,Product quality,Mega-influencers,Sometimes,Yes,Collaborate with trusted influencers
32,Male,Dubai,13400,Postgraduate,"Instagram, Facebook",Often,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,14,4,Beauty,"Peer influence, Discounts or offers",Delivery issues,2,101,144,5,Yes,5,Trust,Mid-tier influencers,Rarely,No,Collaborate with trusted influencers
27,Female,Mumbai,23700,Postgraduate,"Facebook, YouTube",Often,"Macro-influencers (100,000 to 1 million followers)",Through influencer content,4,3,"Fashion, Beauty","Positive product reviews, Quality of content, Peer influence",Price,4,2681,3291,2,Yes,4,Price,Micro-influencers,Sometimes,No,Highlight local brands
29,Female,Berlin,14600,High School,"Others, Facebook",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,4,"Fashion, Home & Living",Brand reputation,Delivery issues,4,494,559,4,Yes,5,Trust,Micro-influencers,Sometimes,Yes,Limit sponsored content
26,Female,New York,27200,Graduate,"Twitter, Instagram",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Online search,1,3,"Fitness, Beauty",Discounts or offers,Authenticity of product,3,2671,4050,5,Yes,5,Convenience,Macro-influencers,Rarely,No,Need more transparency
32,Male,London,20500,High School,"Instagram, Others, Twitter",Always,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,1,5,"Home & Living, Food & Beverages","Brand reputation, Peer influence, Positive product reviews","Authenticity of product, Return policies",4,1513,1326,3,Yes,3,Product quality,Micro-influencers,Often,Yes,Improve product quality
41,Male,Mumbai,15500,Graduate,"TikTok, YouTube",Often,"Micro-influencers (1,000 to 10,000 followers)",Advertisements,1,2,"Technology, Fashion","Positive product reviews, Discounts or offers","Delivery issues, Price",1,881,896,3,No,4,Other,Micro-influencers,Sometimes,No,Limit sponsored content
28,Male,Other,16000,High School,"Instagram, TikTok",Rarely,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,4,Beauty,"Quality of content, Discounts or offers, Peer influence",Return policies,3,3204,4653,4,Yes,3,Price,Mid-tier influencers,Never,No,Lower prices
26,Female,Mumbai,29700,Graduate,"Others, TikTok",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,0,3,"Others, Beauty","Positive product reviews, Discounts or offers, Peer influence",Delivery issues,3,2759,2249,5,Yes,3,Trust,Micro-influencers,Always,Yes,Limit sponsored content
28,Female,London,20500,Graduate,"Instagram, Twitter, Others",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Advertisements,3,2,Others,"Peer influence, Brand reputation",Delivery issues,5,2161,2451,3,Yes,5,Other,Macro-influencers,Always,Yes,Improve product quality
38,Female,London,15900,Postgraduate,"Twitter, Others",Always,Mega-influencers (Over 1 million followers),Through influencer content,2,3,Home & Living,"Peer influence, Brand reputation, Positive product reviews, Discounts or offers",Delivery issues,1,4661,4950,2,Yes,3,Product quality,Macro-influencers,Often,Yes,Collaborate with trusted influencers
29,Female,Berlin,11500,Graduate,"Facebook, TikTok, Others",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,1,3,Fitness,Peer influence,Price,2,2241,1913,5,Yes,4,Convenience,Macro-influencers,Often,Yes,Limit sponsored content
32,Male,Sydney,22400,Graduate,"Instagram, Facebook, YouTube",Sometimes,"Macro-influencers (100,000 to 1 million followers)",Online search,5,2,Food & Beverages,"Quality of content, Positive product reviews, Discounts or offers",Price,3,7433,9701,3,Yes,5,Trust,Mega-influencers,Sometimes,No,Highlight local brands
31,Male,Other,10400,Postgraduate,"TikTok, YouTube, Instagram",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,3,2,"Fitness, Fashion","Discounts or offers, Quality of content, Peer influence","Authenticity of product, Price",1,704,897,3,Yes,3,Product quality,Macro-influencers,Sometimes,Yes,Limit sponsored content
21,Female,London,25700,Graduate,"Instagram, Facebook",Often,"Mid-tier influencers (10,000 to 100,000 followers)",Recommendations from friends/family,3,3,"Food & Beverages, Beauty","Peer influence, Positive product reviews","Product quality concerns, Delivery issues",5,2503,3556,4,Yes,5,Trust,Micro-influencers,Never,Yes,Better product reviews
40,Female,London,18300,Postgraduate,"Facebook, Twitter, TikTok",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,2,4,"Beauty, Home & Living",Discounts or offers,Price,3,1847,2742,3,Yes,5,Price,Micro-influencers,Often,No,Need more transparency
24,Female,Dubai,18400,High School,"Others, Facebook, TikTok",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,1,4,Home & Living,"Positive product reviews, Discounts or offers","Price, Authenticity of product",5,581,758,4,Yes,2,Product quality,Mid-tier influencers,Often,No,Better product reviews
29,Male,Mumbai,14200,Postgraduate,"TikTok, YouTube",Sometimes,"Mid-tier influencers (10,000 to 100,000 followers)",Through influencer content,4,4,Fashion,Discounts or offers,Return policies,4,1405,1373,2,Yes,5,Product quality,Mid-tier influencers,Sometimes,No,Need more transparency
32,Female,New York,6600,Graduate,"Others, Instagram",Often,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,4,"Fitness, Others","Positive product reviews, Discounts or offers, Peer influence",Authenticity of product,3,2308,2241,5,Yes,3,Convenience,Mid-tier influencers,Sometimes,Yes,Limit sponsored content
23,Male,New York,18100,High School,"Twitter, Others",Always,Mega-influencers (Over 1 million followers),Online search,2,5,"Food & Beverages, Others",Peer influence,"Product quality concerns, Return policies",3,6299,8670,5,Yes,3,Price,Micro-influencers,Rarely,Yes,Lower prices
62,Female,New York,19400,Postgraduate,"Twitter, YouTube, TikTok",Sometimes,"Micro-influencers (1,000 to 10,000 followers)",Through influencer content,2,1,Beauty,Discounts or offers,"Return policies, Price",4,1264,1926,3,Yes,3,Convenience,Micro-influencers,Often,No,No suggestions
